0开课系,1课程号,2课程名,3课序号,4学分,5考试类型,6教师,7周次,8星期,9节次,10校区,11教学楼,12教室,课容量,课余量
语言与传播学院,60L714Q,公共关系,01,2.0,考试,樊登* ,1-16周,1,2,主校区,逸夫教学楼,YF302,55,12
语言与传播学院,60L726Q,创意学概论,01,2.0,考试,闻学* ,1-16周,2,4,主校区,思源西楼,SX402,48,6
语言与传播学院,60L750Q,广告学概论,01,2.0,考试,文卫华* ,1-16周,5,2,主校区,逸夫教学楼,YF309,55,12
语言与传播学院,60L750Q,广告学概论,02,2.0,考试,文卫华* ,1-16周,5,4,东校区,东教一楼,DQ107,5,3
语言与传播学院,60L759Q,媒介批评,01,2.0,考试,张梓轩* ,1-8周,3,4,主校区,思源西楼,SX501,50,7
语言与传播学院,60L759Q,媒介批评,01,2.0,考试,张梓轩* ,1-8周,1,4,主校区,思源西楼,SX501,50,7
语言与传播学院,60L762Q,传播学专业导论Ⅰ,01,0.5,考试,文卫华* ,2-5周上,1,2,东校区,东教一楼,DQ104,5,3
语言与传播学院,60L763Q,传播学专业导论 Ⅱ,01,0.5,考试,文卫华* ,1-4周上,3,1,主校区,思源西楼,SX501,55,6
语言与传播学院,60L771Q,传播学名著选读,01,2.0,考试,夏丽志* ,1-16周,3,2,主校区,机械楼,Z104,27,0
语言与传播学院,60L771Q,传播学名著选读,02,2.0,考试,夏丽志* ,1-16周,3,4,主校区,机械楼,Z104,27,17
语言与传播学院,60L776Q,影视鉴赏与传播,01,2.0,考试,张杰* ,9-16周,4,4,主校区,思源西楼,SX407,50,3
语言与传播学院,60L776Q,影视鉴赏与传播,01,2.0,考试,张杰* ,9-16周,1,2,主校区,思源西楼,SX407,50,3
语言与传播学院,60L779Q,市场营销策划,01,2.0,考试,樊登* ,1周上,6,1,主校区,,不要教室,48,1
语言与传播学院,60L780Q,市场营销调查与实务,01,2.0,考试,张梓轩* ,1周上,6,1,主校区,,不要教室,48,1
语言与传播学院,60L785Q,当代新闻实务Ⅱ,01,2.0,考试,闻学* ,1-16周,3,2,主校区,逸夫教学楼,YF302,48,35
语言与传播学院,60L787Q,专业英语Ⅰ,01,4.0,考试,语言待定* ,1-16周,2,1,主校区,逸夫教学楼,YF东705,30,0
语言与传播学院,60L787Q,专业英语Ⅰ,01,4.0,考试,语言待定* ,1-16周,4,1,主校区,逸夫教学楼,YF东705,30,0
语言与传播学院,60L787Q,专业英语Ⅰ,02,4.0,考试,语言待定* ,1-16周,1,1,主校区,机械楼,Z105,30,15
语言与传播学院,60L787Q,专业英语Ⅰ,02,4.0,考试,语言待定* ,1-16周,3,1,主校区,机械楼,Z310,30,15
语言与传播学院,60L790Q,媒体写作,01,2.0,考试,董媛媛* ,1-16周,4,4,主校区,逸夫教学楼,YF104,60,14
语言与传播学院,60L791Q,传播学概论Ⅰ,01,2.0,考试,董媛媛* ,1-16周,5,2,东校区,东教一楼,DQ303,5,2
语言与传播学院,60L793Q,商业传播概论 Ⅰ,01,2.0,考试,樊登* ,1-16周,2,2,主校区,逸夫教学楼,YF302,60,14
语言与传播学院,60L797Q,文化创新与文化产业,01,2.0,考试,皇甫晓涛* ,"1,3,5,7,9,11,13,15周",4,1,主校区,逸夫教学楼,YF东702,55,7
语言与传播学院,60L801Q,中级西班牙语Ⅰ,01,6.0,考试,梁静* ,1-16周,1,2,主校区,机械楼,Z207,30,5
语言与传播学院,60L801Q,中级西班牙语Ⅰ,01,6.0,考试,梁静* ,1-16周,5,1,主校区,机械楼,Z207,30,5
语言与传播学院,60L801Q,中级西班牙语Ⅰ,01,6.0,考试,梁静* ,1-16周,3,4,主校区,机械楼,Z207,30,5
语言与传播学院,60L803Q,西班牙语专业导论Ⅰ,01,0.5,考试,刘莹* ,2-5周上,2,1,东校区,东教一楼,DQ205,5,5
语言与传播学院,60L807Q,基础西语口笔语实践Ⅰ,01,2.0,考试,王珍娜* ,1-16周,3,4,东校区,东教一楼,DQ108,5,5
语言与传播学院,60L809Q,中级西语口笔语实践Ⅰ,01,2.0,考试,刘莹* ,1-16周,1,1,主校区,机械楼,Z101,30,5
语言与传播学院,60L812Q,西班牙语泛读Ⅱ,01,2.0,考试,刘莹* ,1-16周,3,1,主校区,思源楼,SY103,30,5
语言与传播学院,60L815Q,西班牙语视听说Ⅲ,01,2.0,考试,sara* ,1-16周,4,1,主校区,机械楼,Z101,30,5
语言与传播学院,60L822Q,西班牙国家概况,01,2.0,考试,张笑寒* ,1-16周,4,4,主校区,机械楼,Z104,30,5
语言与传播学院,60L825Q,西班牙语口语Ⅰ,01,2.0,考试,sara* ,1-16周,5,4,东校区,东教一楼,DQ204,5,5
语言与传播学院,60L827Q,西班牙语听力Ⅰ,01,2.0,考试,sara* ,1-16周,4,2,东校区,东教一楼,DQ205,5,1
语言与传播学院,60L827Q,西班牙语听力Ⅰ,02,2.0,考试,sara* ,1-16周,5,2,主校区,机械楼,Z101,30,13
语言与传播学院,60L841Q,拉美社会与文化,01,2.0,考试,张笑寒* ,1-16周,5,1,东校区,东教一楼,DQ202,5,5
语言与传播学院,60S001T,摄影艺术,01,1.0,考试,语言待定* ,1周上,6,1,主校区,,不要教室,50,11
语言与传播学院,60S002T,摄像艺术,01,1.0,考试,张梓轩* ,1周上,6,1,主校区,,不要教室,48,1
语言与传播学院,60S004Q,非线性编辑,01,1.0,考试,张梓轩* ,1周上,6,1,主校区,,不要教室,48,1
语言与传播学院,60S005Q,企事业单位实习Ⅰ,01,1.0,考试,樊登* ,1周上,6,1,主校区,,不要教室,48,0
语言与传播学院,60S007Q,媒体编辑,01,1.0,考试,语言待定* ,1周上,6,1,主校区,,不要教室,50,10
人文社会科学学院,60S056T,公关语言与社交礼仪,01,2.0,考查,杨学萍* ,1-16周,1,6,主校区,逸夫教学楼,YF205,90,0
人文社会科学学院,60S056T,公关语言与社交礼仪,02,2.0,考查,杨学萍* ,1-16周,2,4,主校区,逸夫教学楼,YF205,90,0
人文社会科学学院,60S056T,公关语言与社交礼仪,03,2.0,考查,杨学萍* ,1-16周,2,6,主校区,逸夫教学楼,YF106,90,2
人文社会科学学院,60S056T,公关语言与社交礼仪,04,2.0,考查,杨学萍* ,1-16周,5,6,主校区,逸夫教学楼,YF106,90,0
人文社会科学学院,60S158T,外国电影观摩与欣赏,01,2.0,考查,陈朝昀* ,1-16周,2,4,主校区,思源西楼,SX106,90,1
人文社会科学学院,60S158T,外国电影观摩与欣赏,02,2.0,考查,陈朝昀* ,1-16周,2,5,主校区,思源西楼,SX106,90,0
人文社会科学学院,60S158T,外国电影观摩与欣赏,03,2.0,考查,陈朝昀* ,1-16周,2,6,主校区,思源西楼,SX106,90,0
人文社会科学学院,60S159T,中国电影观摩与欣赏,01,2.0,考查,陈朝昀* ,1-16周,5,2,主校区,逸夫教学楼,YF510,90,1
人文社会科学学院,60S159T,中国电影观摩与欣赏,02,2.0,考查,陈朝昀* ,1-16周,5,4,主校区,思源西楼,SX106,90,1
人文社会科学学院,60S159T,中国电影观摩与欣赏,03,2.0,考查,陈朝昀* ,1-16周,5,5,主校区,思源西楼,SX106,90,1
体育部,60S166T,棒球,01,2.0,考试,李强* ,1-16周,1,1,主校区,,体育场,30,0
体育部,60S167T,健美操,01,2.0,考试,别春香* ,1-16周,4,2,东校区,,体操房,30,5
体育部,60S167T,健美操,02,2.0,考试,别春香* ,1-16周,2,2,主校区,,体操房,30,0
体育部,60S167T,健美操,03,2.0,考试,王虹* ,1-16周,3,2,东校区,,体操房,30,17
体育部,60S167T,健美操,04,2.0,考试,吴惠* ,1-16周,3,2,主校区,,体操房,30,0
体育部,60S167T,健美操,05,2.0,考试,吴惠* ,1-16周,5,1,主校区,,体操房,30,0
体育部,60S167T,健美操,06,2.0,考试,吴惠* ,1-16周,5,2,主校区,,体操房,30,0
体育部,60S167T,健美操,07,2.0,考试,刘文洁* ,1-16周,5,2,东校区,,体操房,30,0
体育部,60S167T,健美操,08,2.0,考试,宋凤娟* ,1-16周,1,4,东校区,,体操房,30,0
体育部,60S170T,男子篮球,01,2.0,考试,海健* ,1-16周,4,1,东校区,,篮球场,30,0
体育部,60S170T,男子篮球,02,2.0,考试,海健* ,1-16周,4,2,东校区,,篮球场,30,0
体育部,60S170T,男子篮球,03,2.0,考试,海健* ,1-16周,5,1,东校区,,篮球场,30,0
体育部,60S170T,男子篮球,04,2.0,考试,丁健* ,1-16周,2,2,主校区,,篮球场,30,0
体育部,60S170T,男子篮球,05,2.0,考试,周兴伟* ,1-16周,4,1,主校区,,篮球场,30,0
体育部,60S170T,男子篮球,06,2.0,考试,周兴伟* ,1-16周,4,2,主校区,,篮球场,30,0
体育部,60S170T,男子篮球,07,2.0,考试,廖生波* ,1-16周,4,2,主校区,,篮球场,30,0
体育部,60S170T,男子篮球,08,2.0,考试,陈健文* ,1-16周,3,1,东校区,,篮球场,30,0
体育部,60S170T,男子篮球,09,2.0,考试,陈健文* ,1-16周,5,2,东校区,,篮球场,30,0
体育部,60S170T,男子篮球,10,2.0,考试,陈健文* ,1-16周,4,1,主校区,,篮球场,30,0
体育部,60S170T,男子篮球,11,2.0,考试,陈健文* ,1-16周,4,2,主校区,,篮球场,30,0
体育部,60S171T,男子排球,01,2.0,考试,刘绍武* ,1-16周,2,2,东校区,,体育馆,30,0
体育部,60S171T,男子排球,02,2.0,考试,赵旸* ,1-16周,2,1,主校区,,排球场,30,0
体育部,60S171T,男子排球,03,2.0,考试,赵旸* ,1-16周,4,1,主校区,,排球场,30,0
体育部,60S171T,男子排球,04,2.0,考试,赵旸* ,1-16周,4,2,主校区,,排球场,30,0
体育部,60S172T,男子体育舞蹈,01,2.0,考试,周艳茹* ,1-16周,4,1,主校区,,体操房,15,0
体育部,60S172T,男子体育舞蹈,02,2.0,考试,周艳茹* ,1-16周,4,2,主校区,,体操房,15,0
体育部,60S172T,男子体育舞蹈,03,2.0,考试,周艳茹* ,1-16周,2,1,东校区,,体操房,15,0
体育部,60S172T,男子体育舞蹈,04,2.0,考试,周艳茹* ,1-16周,5,1,东校区,,体操房,15,0
体育部,60S173T,女子篮球,01,2.0,考试,刘文洁* ,1-16周,4,1,东校区,,篮球场,30,0
体育部,60S173T,女子篮球,02,2.0,考试,刘文洁* ,1-16周,4,2,东校区,,篮球场,30,3
体育部,60S174T,女子排球,01,2.0,考试,刘娣* ,1-16周,3,1,主校区,,排球场,30,2
体育部,60S174T,女子排球,02,2.0,考试,刘娣* ,1-16周,3,2,主校区,,排球场,30,17
体育部,60S174T,女子排球,03,2.0,考试,刘娣* ,1-16周,5,2,主校区,,排球场,30,0
体育部,60S175T,攀岩,01,2.0,考试,陈永发* ,1-16周,3,2,主校区,,体育场,15,0
体育部,60S175T,攀岩,02,2.0,考试,陈永发* ,1-16周,3,4,主校区,,体育场,15,0
体育部,60S176T,乒乓球,01,2.0,考试,杨建国* ,1-16周,3,1,东校区,,食堂二层,26,0
体育部,60S176T,乒乓球,02,2.0,考试,杨建国* ,1-16周,3,2,东校区,,食堂二层,26,0
体育部,60S176T,乒乓球,03,2.0,考试,蒋涛* ,1-16周,2,2,东校区,,食堂二层,26,0
体育部,60S176T,乒乓球,04,2.0,考试,蒋涛* ,1-16周,4,1,东校区,,食堂二层,26,0
体育部,60S176T,乒乓球,05,2.0,考试,蒋涛* ,1-16周,4,2,东校区,,食堂二层,26,0
体育部,60S176T,乒乓球,06,2.0,考试,王利利* ,1-16周,2,1,主校区,,体育馆,26,0
体育部,60S176T,乒乓球,07,2.0,考试,王利利* ,1-16周,3,2,主校区,,体育馆,26,0
体育部,60S177T,器械健美,01,2.0,考试,梁长缨* ,1-16周,1,4,主校区,,体育馆健身房,30,0
体育部,60S177T,器械健美,02,2.0,考试,梁长缨* ,1-16周,2,4,主校区,,体育馆健身房,30,0
体育部,60S177T,器械健美,03,2.0,考试,梁长缨* ,1-16周,3,1,主校区,,体育馆健身房,30,0
体育部,60S177T,器械健美,04,2.0,考试,梁长缨* ,1-16周,3,2,主校区,,体育馆健身房,30,0
体育部,60S177T,器械健美,05,2.0,考试,留森华* ,1-16周,1,1,主校区,,体育馆健身房,30,0
体育部,60S177T,器械健美,06,2.0,考试,赵歌* ,1-16周,4,1,主校区,,体育馆健身房,30,0
体育部,60S177T,器械健美,07,2.0,考试,赵歌* ,1-16周,4,2,主校区,,体育馆健身房,30,0
体育部,60S178T,软式排球,01,2.0,考试,王虹* ,1-16周,2,1,主校区,,排球场,30,0
体育部,60S178T,软式排球,02,2.0,考试,王虹* ,1-16周,2,2,主校区,,排球场,30,0
体育部,60S178T,软式排球,03,2.0,考试,宋凤娟* ,1-16周,4,2,主校区,,排球场,30,0
体育部,60S178T,软式排球,04,2.0,考试,宋凤娟* ,1-16周,5,2,主校区,,排球场,30,0
体育部,60S179T,散打,01,2.0,考试,廖生波* ,1-16周,3,1,东校区,,武术馆,20,0
体育部,60S179T,散打,02,2.0,考试,廖生波* ,1-16周,3,2,东校区,,武术馆,20,0
体育部,60S180T,田径,01,2.0,考试,郝纬* ,1-16周,2,2,主校区,,田径场,40,0
体育部,60S180T,田径,02,2.0,考试,郝纬* ,1-16周,5,2,主校区,,田径场,40,0
体育部,60S181T,网球,01,2.0,考试,韩松* ,1-16周,3,2,主校区,,网球场,24,0
体育部,60S181T,网球,02,2.0,考试,韩松* ,1-16周,4,1,主校区,,网球场,24,0
体育部,60S181T,网球,03,2.0,考试,留森华* ,1-16周,1,2,主校区,,网球场,24,0
体育部,60S181T,网球,04,2.0,考试,留森华* ,1-16周,4,2,主校区,,网球场,24,0
体育部,60S181T,网球,05,2.0,考试,伍嶺* ,1-16周,5,2,主校区,,网球场,24,0
体育部,60S181T,网球,06,2.0,考试,王金连* ,1-16周,1,1,主校区,,网球场,24,1
体育部,60S181T,网球,07,2.0,考试,陈健文* ,1-16周,2,1,主校区,,网球场,24,0
体育部,60S181T,网球,08,2.0,考试,陈健文* ,1-16周,2,2,主校区,,网球场,24,0
体育部,60S182T,武术,01,2.0,考试,杨亚丹* ,1-16周,4,1,主校区,,田径场看台下,30,0
体育部,60S182T,武术,02,2.0,考试,杨亚丹* ,1-16周,4,2,主校区,,田径场看台下,30,0
体育部,60S183T,羽毛球,01,2.0,考试,郑超* ,1-16周,3,2,主校区,,体育馆,30,0
体育部,60S183T,羽毛球,02,2.0,考试,林立文* ,1-16周,4,1,主校区,,体育馆,30,0
体育部,60S183T,羽毛球,03,2.0,考试,杨杨* ,1-16周,4,1,主校区,,体育馆,30,0
体育部,60S183T,羽毛球,04,2.0,考试,杨杨* ,1-16周,4,2,主校区,,体育馆,30,0
体育部,60S183T,羽毛球,05,2.0,考试,伍嶺* ,1-16周,2,4,主校区,,体育馆,30,0
体育部,60S183T,羽毛球,06,2.0,考试,别春香* ,1-16周,2,1,主校区,,体育馆,30,0
体育部,60S183T,羽毛球,07,2.0,考试,别春香* ,1-16周,2,2,主校区,,体育馆,30,0
体育部,60S183T,羽毛球,08,2.0,考试,梁凤波* ,1-16周,5,2,主校区,,体育馆,30,0
体育部,60S184T,足球,01,2.0,考试,刘绍武* ,1-16周,4,1,主校区,,体育场,30,0
体育部,60S184T,足球,02,2.0,考试,刘绍武* ,1-16周,4,2,主校区,,体育场,30,0
体育部,60S184T,足球,03,2.0,考试,侯君吉* ,1-16周,2,1,主校区,,图书馆东侧操场,30,0
体育部,60S184T,足球,04,2.0,考试,侯君吉* ,1-16周,2,2,主校区,,图书馆东侧操场,30,0
体育部,60S184T,足球,05,2.0,考试,侯君吉* ,1-16周,3,2,主校区,,图书馆东侧操场,30,0
体育部,60S184T,足球,06,2.0,考试,杨杨* ,1-16周,5,1,主校区,,图书馆东侧操场,30,0
体育部,60S184T,足球,07,2.0,考试,杨杨* ,1-16周,5,2,主校区,,图书馆东侧操场,30,0
体育部,60S184T,足球,08,2.0,考试,袁为民* ,1-16周,3,4,主校区,,体育场,30,0
体育部,60S186T,女子体育舞蹈,01,2.0,考试,周艳茹* ,1-16周,4,1,主校区,,体操房,15,0
体育部,60S186T,女子体育舞蹈,02,2.0,考试,周艳茹* ,1-16周,4,2,主校区,,体操房,15,0
体育部,60S186T,女子体育舞蹈,03,2.0,考试,周艳茹* ,1-16周,2,1,东校区,,体操房,15,0
体育部,60S186T,女子体育舞蹈,04,2.0,考试,周艳茹* ,1-16周,5,1,东校区,,体操房,15,0
体育部,60S187T,垒球,01,2.0,考试,李强* ,1-16周,3,1,主校区,,体育场,30,0
体育部,60S187T,垒球,02,2.0,考试,李强* ,1-16周,3,2,主校区,,体育场,30,0
体育部,60S188T,形体,01,2.0,考试,王金连* ,1-16周,2,1,主校区,,体操房,30,0
体育部,60S188T,形体,02,2.0,考试,王金连* ,1-16周,3,1,主校区,,体操房,30,0
体育部,60S193T,跆拳道,01,2.0,考试,太玉* ,1-16周,1,4,东校区,,武术馆,20,0
体育部,60S193T,跆拳道,02,2.0,考试,太玉* ,1-16周,4,1,东校区,,武术馆,20,0
体育部,60S193T,跆拳道,03,2.0,考试,太玉* ,1-16周,4,2,东校区,,武术馆,20,0
体育部,60S198T,女子足球,01,2.0,考试,袁为民* ,1-16周,2,4,主校区,,体育场,30,0
体育部,60S198T,女子足球,02,2.0,考试,袁为民* ,1-16周,4,2,主校区,,体育场,30,2
体育部,60S199T,太极拳、剑,01,2.0,考试,杨亚丹* ,1-16周,1,2,主校区,,体育场,30,0
体育部,60S199T,太极拳、剑,02,2.0,考试,杨亚丹* ,1-16周,3,1,主校区,,体育场,30,0
体育部,60S200T,学校体育代表队1,01,2.0,考试,陈永发* ,1-16周,3,5,主校区,,田径场,35,34
体育部,60S201T,排球（高级）,01,2.0,考试,陈永发* ,1-16周,5,2,主校区,,排球场,30,11
体育部,60S202T,篮球（高级）,01,2.0,考试,丁健* ,1-16周,5,1,东校区,,体育馆,30,0
体育部,60S202T,篮球（高级）,02,2.0,考试,丁健* ,1-16周,5,2,东校区,,体育馆,30,0
体育部,60S202T,篮球（高级）,03,2.0,考试,周兴伟* ,1-16周,3,2,东校区,,体育馆,30,0
体育部,60S207T,排球裁判理论与实践,01,2.0,考试,赵旸* ,1-16周,2,2,主校区,,排球场,30,0
体育部,60S212T,网球（高级）,01,2.0,考试,韩松* ,1-16周,3,1,主校区,,网球场,24,5
体育部,60S213T,羽毛球（高级）,01,2.0,考试,林立文* ,1-16周,3,4,主校区,,体育馆,24,0
体育部,60S213T,羽毛球（高级）,02,2.0,考试,林立文* ,1-16周,4,2,主校区,,体育馆,24,0
体育部,60S213T,羽毛球（高级）,03,2.0,考试,伍嶺* ,1-16周,2,2,主校区,,体育馆,24,1
体育部,60S216T,乒乓球（高级）,01,2.0,考试,王利利* ,1-16周,2,2,主校区,,体育馆,26,0
体育部,60S216T,乒乓球（高级）,02,2.0,考试,王利利* ,1-16周,4,2,主校区,,体育馆,26,0
体育部,60S218T,游泳,01,2.0,考试,陈星飚* ,1-16周,4,1,主校区,,交大嘉园游泳馆,20,0
体育部,60S218T,游泳,02,2.0,考试,陈星飚* ,1-16周,4,2,主校区,,交大嘉园游泳馆,20,0
体育部,60S218T,游泳,03,2.0,考试,陈星飚* ,1-16周,5,1,主校区,,交大嘉园游泳馆,20,0
体育部,60S218T,游泳,04,2.0,考试,陈星飚* ,1-16周,5,2,主校区,,交大嘉园游泳馆,20,0
体育部,60S218T,游泳,05,2.0,考试,赵歌* ,1-16周,3,1,主校区,,交大嘉园游泳馆,20,0
体育部,60S218T,游泳,06,2.0,考试,赵歌* ,1-16周,3,2,主校区,,交大嘉园游泳馆,20,0
体育部,60S221T,学校体育代表队3,01,2.0,考试,陈永发* ,1-16周,3,5,主校区,,田径场,35,27
体育部,60S223T,学校体育代表队5,01,2.0,考试,陈永发* ,1-16周,3,5,主校区,,田径场,35,20
体育部,60S225T,学校体育代表队7,01,2.0,考试,陈永发* ,1-16周,3,5,主校区,,田径场,35,23
体育部,60S231T,舞蹈啦啦操,01,2.0,考试,宋凤娟* ,1-16周,1,2,东校区,,体操房,30,0
体育部,60S232T,女子健康体能,01,2.0,考试,刘文洁* ,1-16周,1,4,主校区,,体操房,30,0
人文社会科学学院,60S361Q,专业综合训练,01,4.0,考查,高建学* ,1周上,6,1,主校区,,不要教室,106,7
人文社会科学学院,60S503Q,认识实习Ⅰ,01,1.0,考查,陈力铭* ,1周上,6,1,主校区,,不要教室,99,14
人文社会科学学院,60S506Q,法律诊所Ⅰ,01,1.0,考查,陈力铭* ,1周上,6,1,主校区,,不要教室,91,1
语言与传播学院,60S654Q,西班牙语原著读书报告,01,1.0,考试,梁静* ,1周上,6,1,主校区,,不要教室,30,5
人文社会科学学院,61L015T,思想道德修养与法律基础,01,3.0,考试,颜吾佴 何玉芳* ,"1,3,5,7,9,11,13,15周",4,5,东校区,东教二楼,DQ2103,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,01,3.0,考试,颜吾佴 何玉芳* ,1-16周,1,5,东校区,东教二楼,DQ2103,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,02,3.0,考试,何玉芳* ,"2,4,6,8,10,12,14,16周上",4,5,东校区,东教一楼,DQ210,5,3
人文社会科学学院,61L015T,思想道德修养与法律基础,02,3.0,考试,何玉芳* ,1-16周,2,5,东校区,东教一楼,DQ210,5,3
人文社会科学学院,61L015T,思想道德修养与法律基础,03,3.0,考试,欧阳林* ,1-16周,3,4,东校区,东教二楼,DQ2104,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,03,3.0,考试,欧阳林* ,"2,4,6,8,10,12,14,16周上",5,4,东校区,东教二楼,DQ2105,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,04,3.0,考试,欧阳林* ,1-16周,1,5,东校区,东教二楼,DQ2104,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,04,3.0,考试,欧阳林* ,"1,3,5,7,9,11,13,15周",4,5,东校区,东教二楼,DQ2104,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,05,3.0,考试,张艳红* ,1-16周,1,5,东校区,东教二楼,DQ2105,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,05,3.0,考试,张艳红* ,"1,3,5,7,9,11,13,15周",4,5,东校区,东教二楼,DQ2105,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,06,3.0,考试,王世海* ,"2,4,6,8,10,12,14,16周上",4,5,东校区,东教一楼,DQ216,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,06,3.0,考试,王世海* ,1-16周,2,5,东校区,东教一楼,DQ216,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,07,3.0,考试,郝潞霞* ,1-16周,1,4,东校区,东教二楼,DQ2103,5,5
人文社会科学学院,61L015T,思想道德修养与法律基础,07,3.0,考试,郝潞霞* ,"1,3,5,7,9,11,13,15周",4,4,东校区,东教二楼,DQ2103,5,5
人文社会科学学院,61L015T,思想道德修养与法律基础,08,3.0,考试,杨德才* ,"2,4,6,8,10,12,14,16周上",4,5,东校区,东教二楼,DQ2103,5,5
人文社会科学学院,61L015T,思想道德修养与法律基础,08,3.0,考试,杨德才* ,1-16周,2,5,东校区,东教二楼,DQ2103,5,5
人文社会科学学院,61L015T,思想道德修养与法律基础,09,3.0,考试,杨德才* ,"1,3,5,7,9,11,13,15周",4,4,东校区,东教二楼,DQ2104,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,09,3.0,考试,杨德才* ,1-16周,1,4,东校区,东教二楼,DQ2104,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,10,3.0,考试,杨德才* ,1-16周,2,4,东校区,东教二楼,DQ2104,5,5
人文社会科学学院,61L015T,思想道德修养与法律基础,10,3.0,考试,杨德才* ,"2,4,6,8,10,12,14,16周上",4,4,东校区,东教二楼,DQ2104,5,5
人文社会科学学院,61L015T,思想道德修养与法律基础,11,3.0,考试,郝潞霞* ,"2,4,6,8,10,12,14,16周上",4,5,东校区,东教一楼,DQ203,5,5
人文社会科学学院,61L015T,思想道德修养与法律基础,11,3.0,考试,郝潞霞* ,1-16周,2,5,东校区,东教一楼,DQ203,5,5
人文社会科学学院,61L015T,思想道德修养与法律基础,12,3.0,考试,王世海* ,1-16周,2,4,东校区,东教二楼,DQ2105,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,12,3.0,考试,王世海* ,"2,4,6,8,10,12,14,16周上",4,4,东校区,东教二楼,DQ2105,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,13,3.0,考试,郝潞霞* ,"1,3,5,7,9,11,13,15周",4,5,东校区,东教一楼,DQ203,5,5
人文社会科学学院,61L015T,思想道德修养与法律基础,13,3.0,考试,郝潞霞* ,1-16周,1,5,东校区,东教一楼,DQ203,5,5
人文社会科学学院,61L015T,思想道德修养与法律基础,14,3.0,考试,吴琼* ,"1,3,5,7,9,11,13,15周",4,5,东校区,东教一楼,DQ210,5,5
人文社会科学学院,61L015T,思想道德修养与法律基础,14,3.0,考试,吴琼* ,1-16周,1,5,东校区,东教一楼,DQ210,5,5
人文社会科学学院,61L015T,思想道德修养与法律基础,15,3.0,考试,吴琼* ,"2,4,6,8,10,12,14,16周上",4,5,东校区,东教二楼,DQ2104,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,15,3.0,考试,吴琼* ,1-16周,2,5,东校区,东教二楼,DQ2104,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,16,3.0,考试,吴琼* ,1-16周,1,4,东校区,东教一楼,DQ203,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,16,3.0,考试,吴琼* ,"1,3,5,7,9,11,13,15周",4,4,东校区,东教一楼,DQ203,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,17,3.0,考试,张艳红* ,1-16周,2,5,东校区,东教一楼,DQ505,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,17,3.0,考试,张艳红* ,"2,4,6,8,10,12,14,16周上",4,5,东校区,东教一楼,DQ505,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,18,3.0,考试,王世海* ,1-16周,1,4,东校区,东教二楼,DQ2105,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,18,3.0,考试,王世海* ,"1,3,5,7,9,11,13,15周",4,4,东校区,东教二楼,DQ2105,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,19,3.0,考试,张艳红* ,"2,4,6,8,10,12,14,16周上",4,4,东校区,东教一楼,DQ505,5,5
人文社会科学学院,61L015T,思想道德修养与法律基础,19,3.0,考试,张艳红* ,1-16周,2,4,东校区,东教一楼,DQ505,5,5
人文社会科学学院,61L015T,思想道德修养与法律基础,20,3.0,考试,杨月霞* ,"1,3,5,7,9,11,13,15周",4,4,东校区,东教一楼,DQ210,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,20,3.0,考试,杨月霞* ,1-16周,1,4,东校区,东教一楼,DQ210,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,21,3.0,考试,杨月霞* ,"2,4,6,8,10,12,14,16周上",4,4,东校区,东教一楼,DQ203,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,21,3.0,考试,杨月霞* ,1-16周,2,4,东校区,东教一楼,DQ203,5,4
人文社会科学学院,61L015T,思想道德修养与法律基础,22,3.0,考试,杨月霞* ,"1,3,5,7,9,11,13,15周",4,5,东校区,东教一楼,DQ216,5,5
人文社会科学学院,61L015T,思想道德修养与法律基础,22,3.0,考试,杨月霞* ,1-16周,1,5,东校区,东教一楼,DQ216,5,5
人文社会科学学院,61L015T,思想道德修养与法律基础,23,3.0,考试,于维敏* ,1-16周,1,4,东校区,东教一楼,DQ505,5,5
人文社会科学学院,61L015T,思想道德修养与法律基础,23,3.0,考试,于维敏* ,"1,3,5,7,9,11,13,15周",4,4,东校区,东教一楼,DQ505,5,5
